학번,입학년학기,학과코드,스냅샷년학기,그룹키,성별,국적코드,만나이,입학년도,입학학기,입학구분,과정,학년제,입학후학기수,스냅학적코드,활성여부,누적GPA,직전학기GPA,이수학기수,학사경고누적,출석수,지각수,결석수,총수업수,출석률,등록금미납,ID유예누적,당기유예대상,학적변동누적,휴학누적,비자유형,체류만료일,여권만료일,이탈정답,5종라벨,최종학적그룹,종결일,종결까지일수
202033161,20201,1301303001,20201,1301303001_20201,2,704,20,2020,1,1,1,2,0,01,1,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,1,DROP,04,20220331,577
202033161,20201,1301303001,20202,1301303001_20201,2,704,21,2020,1,1,1,2,1,01,1,0.63,0.63,1,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,1,DROP,04,20220331,455
202033161,20201,1301303001,20211,1301303001_20201,2,704,21,2020,1,1,1,2,2,01,1,1.46,2.29,2,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,1,DROP,04,20220331,212
202033161,20201,1301303001,20212,1301303001_20201,2,704,22,2020,1,1,1,2,3,01,1,1.43333333333333,1.38,3,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,1,DROP,04,20220331,90
202033162,20201,1301303001,20201,1301303001_20201,2,704,23,2020,1,1,1,2,0,01,1,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,532
202033162,20201,1301303001,20202,1301303001_20201,2,704,24,2020,1,1,1,2,1,01,1,4.11,4.11,1,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,410
202033162,20201,1301303001,20211,1301303001_20201,2,704,24,2020,1,1,1,2,2,01,1,4.215,4.32,2,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,167
202033162,20201,1301303001,20212,1301303001_20201,2,704,25,2020,1,1,1,2,3,01,1,4.19333333333333,4.15,3,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,45
202033163,20201,1301303001,20201,1301303001_20201,2,704,21,2020,1,1,1,2,0,01,1,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,1,DROP,04,20200929,29
202033164,20201,1303104000,20201,1303104000_20201,2,704,23,2020,1,1,1,2,0,01,1,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,532
202033164,20201,1303104000,20202,1303104000_20201,2,704,23,2020,1,1,1,2,1,01,1,4.16,4.16,1,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,410
202033164,20201,1303104000,20211,1303104000_20201,2,704,24,2020,1,1,1,2,2,01,1,4.035,3.91,2,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,2,0,NULL,NULL,NULL,0,GRAD,07,20220214,167
202033164,20201,1303104000,20212,1303104000_20201,2,704,24,2020,1,1,1,2,3,01,1,4.00333333333333,3.94,3,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,2,0,NULL,NULL,NULL,0,GRAD,07,20220214,45
202033165,20201,1301303001,20201,1301303001_20201,1,704,24,2020,1,1,1,2,0,01,1,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,1,DROP,04,20210930,395
202033165,20201,1301303001,20202,1301303001_20201,1,704,25,2020,1,1,1,2,1,01,1,2.42,2.42,1,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,1,DROP,04,20210930,273
202033165,20201,1301303001,20211,1301303001_20201,1,704,25,2020,1,1,1,2,2,01,1,1.915,1.41,2,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,1,DROP,04,20210930,30
202033166,20201,1301303001,20201,1301303001_20201,1,704,22,2020,1,1,1,2,0,01,1,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,532
202033166,20201,1301303001,20202,1301303001_20201,1,704,22,2020,1,1,1,2,1,01,1,3.92,3.92,1,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,410
202033166,20201,1301303001,20211,1301303001_20201,1,704,23,2020,1,1,1,2,2,01,1,4.035,4.15,2,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,167
202033166,20201,1301303001,20212,1301303001_20201,1,704,23,2020,1,1,1,2,3,01,1,4.08333333333333,4.18,3,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,45
202033167,20201,1301303001,20201,1301303001_20201,1,704,25,2020,1,1,1,2,0,01,1,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20230203,886
202033167,20201,1301303001,20202,1301303001_20201,1,704,26,2020,1,1,1,2,1,01,1,3.11,3.11,1,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20230203,764
202033167,20201,1301303001,20211,1301303001_20201,1,704,26,2020,1,1,1,2,2,01,1,2.215,1.32,2,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20230203,521
202033167,20201,1301303001,20212,1301303001_20201,1,704,27,2020,1,1,1,2,3,01,1,2.05666666666667,1.74,3,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20230203,399
202033167,20201,1301303001,20221,1301303001_20201,1,704,27,2020,1,1,1,2,4,01,1,1.81,1.07,4,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,3,0,NULL,NULL,NULL,0,GRAD,07,20230203,156
202033167,20201,1301303001,20222,1301303001_20201,1,704,28,2020,1,1,1,2,5,01,1,1.682,1.17,5,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,3,0,NULL,NULL,NULL,0,GRAD,07,20230203,34
202033168,20201,1301303001,20201,1301303001_20201,2,704,25,2020,1,1,1,2,0,01,1,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,532
202033168,20201,1301303001,20202,1301303001_20201,2,704,25,2020,1,1,1,2,1,01,1,3.66,3.66,1,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,410
202033168,20201,1301303001,20211,1301303001_20201,2,704,26,2020,1,1,1,2,2,01,1,3.67,3.68,2,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,167
202033168,20201,1301303001,20212,1301303001_20201,2,704,26,2020,1,1,1,2,3,01,1,3.74,3.88,3,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,45
202033169,20201,1301303001,20201,1301303001_20201,2,704,22,2020,1,1,1,2,0,01,1,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,1,DROP,04,20200929,29
202033170,20201,1301303001,20201,1301303001_20201,1,860,22,2020,1,1,1,2,0,01,1,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,1,DROP,04,20210331,212
202033170,20201,1301303001,20202,1301303001_20201,1,860,22,2020,1,1,1,2,1,01,1,2.45,2.45,1,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,1,DROP,04,20210331,90
202033171,20201,1301303001,20201,1301303001_20201,1,860,23,2020,1,1,1,2,0,01,1,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,1,DROP,04,20200929,29
202033172,20201,1301303001,20201,1301303001_20201,2,704,24,2020,1,1,1,2,0,01,1,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,1,DROP,04,20210331,212
202033172,20201,1301303001,20202,1301303001_20201,2,704,24,2020,1,1,1,2,1,01,1,3,3,1,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,1,DROP,04,20210331,90
202033173,20201,1301303001,20201,1301303001_20201,2,704,21,2020,1,1,1,2,0,01,1,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,532
202033173,20201,1301303001,20202,1301303001_20201,2,704,22,2020,1,1,1,2,1,01,1,2.5,2.5,1,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,410
202033173,20201,1301303001,20211,1301303001_20201,2,704,22,2020,1,1,1,2,2,01,1,2.78,3.06,2,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,167
202033173,20201,1301303001,20212,1301303001_20201,2,704,23,2020,1,1,1,2,3,01,1,3.02,3.5,3,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,45
202033174,20201,1301303003,20201,1301303003_20201,1,860,19,2020,1,1,1,2,0,01,1,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,1,DROP,08,20241030,1521
202033174,20201,1301303003,20202,1301303003_20201,1,860,19,2020,1,1,1,2,1,01,1,1.34,1.34,1,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,1,DROP,08,20241030,1399
202033174,20201,1301303003,20211,1301303003_20201,1,860,20,2020,1,1,1,2,2,01,1,1.86,2.38,2,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,1,DROP,08,20241030,1156
202033174,20201,1301303003,20212,1301303003_20201,1,860,20,2020,1,1,1,2,3,01,1,2.01333333333333,2.32,3,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,1,DROP,08,20241030,1034
202033174,20201,1301303003,20221,1301303003_20201,1,860,21,2020,1,1,1,2,4,02,0,2.132,2.33,5,0,NULL,NULL,NULL,NULL,NULL,1,0,NULL,3,1,NULL,NULL,NULL,1,DROP,08,20241030,791
202033174,20201,1301303003,20222,1301303003_20201,1,860,21,2020,1,1,1,2,5,02,0,2.132,2.33,5,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,3,1,NULL,NULL,NULL,1,DROP,08,20241030,669
202033174,20201,1301303003,20231,1301303003_20201,1,860,22,2020,1,1,1,2,6,02,0,2.132,2.33,5,0,NULL,NULL,NULL,NULL,NULL,1,0,NULL,3,1,NULL,NULL,NULL,1,DROP,08,20241030,426
202033174,20201,1301303003,20232,1301303003_20201,1,860,22,2020,1,1,1,2,7,02,0,2.132,2.33,5,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,3,1,NULL,NULL,NULL,1,DROP,08,20241030,304
202033174,20201,1301303003,20241,1301303003_20201,1,860,23,2020,1,1,1,2,8,02,0,2.132,2.33,5,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,3,1,NULL,NULL,NULL,1,DROP,08,20241030,60
202033175,20201,1301303001,20201,1301303001_20201,2,704,22,2020,1,1,1,2,0,01,1,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,1,DROP,04,20220331,577
202033175,20201,1301303001,20202,1301303001_20201,2,704,22,2020,1,1,1,2,1,01,1,0.55,0.55,1,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,1,DROP,04,20220331,455
202033175,20201,1301303001,20211,1301303001_20201,2,704,23,2020,1,1,1,2,2,01,1,1.04,1.53,2,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,1,DROP,04,20220331,212
202033175,20201,1301303001,20212,1301303001_20201,2,704,23,2020,1,1,1,2,3,01,1,1.21333333333333,1.56,3,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,1,DROP,04,20220331,90
202033176,20201,1301303001,20201,1301303001_20201,1,860,20,2020,1,1,1,2,0,01,1,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220805,704
202033176,20201,1301303001,20202,1301303001_20201,1,860,20,2020,1,1,1,2,1,01,1,2.47,2.47,1,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220805,582
202033176,20201,1301303001,20211,1301303001_20201,1,860,21,2020,1,1,1,2,2,01,1,2.25,2.03,2,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220805,339
202033176,20201,1301303001,20212,1301303001_20201,1,860,21,2020,1,1,1,2,3,01,1,2.61666666666667,3.35,3,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220805,217
202033177,20201,1301303001,20201,1301303001_20201,2,704,21,2020,1,1,1,2,0,01,1,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,1,DROP,04,20210331,212
202033177,20201,1301303001,20202,1301303001_20201,2,704,21,2020,1,1,1,2,1,01,1,3.47,3.47,1,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,1,DROP,04,20210331,90
202033178,20201,1301303001,20201,1301303001_20201,2,860,30,2020,1,1,1,2,0,01,1,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,532
202033178,20201,1301303001,20202,1301303001_20201,2,860,30,2020,1,1,1,2,1,01,1,2.79,2.79,1,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,410
202033178,20201,1301303001,20211,1301303001_20201,2,860,31,2020,1,1,1,2,2,01,1,2.675,2.56,2,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,167
202033178,20201,1301303001,20212,1301303001_20201,2,860,31,2020,1,1,1,2,3,01,1,2.95,3.5,3,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,45
202033179,20201,1301303002,20201,1301303002_20201,2,496,23,2020,1,1,1,2,0,01,1,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,1,DROP,04,20230228,911
202033179,20201,1301303002,20202,1301303002_20201,2,496,24,2020,1,1,1,2,1,01,1,0.32,0.32,1,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,1,DROP,04,20230228,789
202033179,20201,1301303002,20211,1301303002_20201,2,496,24,2020,1,1,1,2,2,01,1,0.91,1.5,2,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,1,DROP,04,20230228,546
202033179,20201,1301303002,20212,1301303002_20201,2,496,25,2020,1,1,1,2,3,01,1,1.71333333333333,3.32,3,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,1,DROP,04,20230228,424
202033179,20201,1301303002,20221,1301303002_20201,2,496,25,2020,1,1,1,2,4,01,1,1.625,1.36,4,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,3,0,NULL,NULL,NULL,1,DROP,04,20230228,181
202033179,20201,1301303002,20222,1301303002_20201,2,496,26,2020,1,1,1,2,5,01,1,1.624,1.62,5,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,3,0,NULL,NULL,NULL,1,DROP,04,20230228,59
202033180,20201,1301303001,20201,1301303001_20201,1,704,20,2020,1,1,1,2,0,01,1,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,532
202033180,20201,1301303001,20202,1301303001_20201,1,704,21,2020,1,1,1,2,1,01,1,3.05,3.05,1,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,410
202033180,20201,1301303001,20211,1301303001_20201,1,704,21,2020,1,1,1,2,2,01,1,3.29,3.53,2,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,167
202033180,20201,1301303001,20212,1301303001_20201,1,704,22,2020,1,1,1,2,3,01,1,3.42,3.68,3,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,45
202033181,20201,1301303001,20201,1301303001_20201,1,704,21,2020,1,1,1,2,0,01,1,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,532
202033181,20201,1301303001,20202,1301303001_20201,1,704,21,2020,1,1,1,2,1,01,1,3.47,3.47,1,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,410
202033181,20201,1301303001,20211,1301303001_20201,1,704,22,2020,1,1,1,2,2,01,1,3.61,3.75,2,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,167
202033181,20201,1301303001,20212,1301303001_20201,1,704,22,2020,1,1,1,2,3,01,1,3.47666666666667,3.21,3,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,45
202033182,20201,1301303001,20201,1301303001_20201,1,704,22,2020,1,1,1,2,0,01,1,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,1,DROP,04,20220331,577
202033182,20201,1301303001,20202,1301303001_20201,1,704,23,2020,1,1,1,2,1,01,1,0.21,0.21,1,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,1,DROP,04,20220331,455
202033182,20201,1301303001,20211,1301303001_20201,1,704,23,2020,1,1,1,2,2,01,1,1.09,1.97,2,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,1,DROP,04,20220331,212
202033182,20201,1301303001,20212,1301303001_20201,1,704,24,2020,1,1,1,2,3,01,1,1.34333333333333,1.85,3,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,1,DROP,04,20220331,90
202033183,20201,1301303001,20201,1301303001_20201,2,704,22,2020,1,1,1,2,0,01,1,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,532
202033183,20201,1301303001,20202,1301303001_20201,2,704,23,2020,1,1,1,2,1,01,1,3.58,3.58,1,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,410
202033183,20201,1301303001,20211,1301303001_20201,2,704,23,2020,1,1,1,2,2,01,1,3.085,2.59,2,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,167
202033183,20201,1301303001,20212,1301303001_20201,2,704,24,2020,1,1,1,2,3,01,1,3.31,3.76,3,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,45
202033184,20201,1301303001,20201,1301303001_20201,2,704,20,2020,1,1,1,2,0,01,1,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,532
202033184,20201,1301303001,20202,1301303001_20201,2,704,21,2020,1,1,1,2,1,01,1,4.24,4.24,1,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,410
202033184,20201,1301303001,20211,1301303001_20201,2,704,21,2020,1,1,1,2,2,01,1,4,3.76,2,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,167
202033184,20201,1301303001,20212,1301303001_20201,2,704,22,2020,1,1,1,2,3,01,1,4.01,4.03,3,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,45
202033185,20201,1301303001,20201,1301303001_20201,1,860,22,2020,1,1,1,2,0,01,1,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,1,DROP,08,20220321,567
202033185,20201,1301303001,20202,1301303001_20201,1,860,22,2020,1,1,1,2,1,01,1,3.68,3.68,1,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,1,DROP,08,20220321,445
202033185,20201,1301303001,20211,1301303001_20201,1,860,23,2020,1,1,1,2,2,01,1,3.06,2.44,2,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,1,DROP,08,20220321,202
202033185,20201,1301303001,20212,1301303001_20201,1,860,23,2020,1,1,1,2,3,01,1,2.73666666666667,2.09,3,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,1,DROP,08,20220321,80
202033186,20201,1301303001,20201,1301303001_20201,2,704,22,2020,1,1,1,2,0,01,1,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,532
202033186,20201,1301303001,20202,1301303001_20201,2,704,22,2020,1,1,1,2,1,01,1,3.74,3.74,1,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,410
202033186,20201,1301303001,20211,1301303001_20201,2,704,23,2020,1,1,1,2,2,01,1,3.84,3.94,2,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,167
202033186,20201,1301303001,20212,1301303001_20201,2,704,23,2020,1,1,1,2,3,01,1,3.79666666666667,3.71,3,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,45
202033187,20201,1301303001,20201,1301303001_20201,2,704,21,2020,1,1,1,2,0,01,1,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,532
202033187,20201,1301303001,20202,1301303001_20201,2,704,21,2020,1,1,1,2,1,01,1,3.11,3.11,1,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,410
202033187,20201,1301303001,20211,1301303001_20201,2,704,22,2020,1,1,1,2,2,01,1,3.29,3.47,2,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,167
202033187,20201,1301303001,20212,1301303001_20201,2,704,22,2020,1,1,1,2,3,01,1,3.60666666666667,4.24,3,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,45
202033188,20201,1301303001,20201,1301303001_20201,1,704,23,2020,1,1,1,2,0,01,1,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,1,DROP,04,20210930,395
202033188,20201,1301303001,20202,1301303001_20201,1,704,24,2020,1,1,1,2,1,01,1,2.82,2.82,1,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,1,DROP,04,20210930,273
202033188,20201,1301303001,20211,1301303001_20201,1,704,24,2020,1,1,1,2,2,01,1,2.835,2.85,2,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,1,DROP,04,20210930,30
202033189,20201,1301303001,20201,1301303001_20201,2,704,20,2020,1,1,1,2,0,01,1,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,532
202033189,20201,1301303001,20202,1301303001_20201,2,704,21,2020,1,1,1,2,1,01,1,2.95,2.95,1,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,410
202033189,20201,1301303001,20211,1301303001_20201,2,704,21,2020,1,1,1,2,2,01,1,3.285,3.62,2,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,167
202033189,20201,1301303001,20212,1301303001_20201,2,704,22,2020,1,1,1,2,3,01,1,3.46333333333333,3.82,3,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,45
202033190,20201,1301303001,20201,1301303001_20201,2,704,22,2020,1,1,1,2,0,01,1,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,532
202033190,20201,1301303001,20202,1301303001_20201,2,704,23,2020,1,1,1,2,1,01,1,3.29,3.29,1,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,410
202033190,20201,1301303001,20211,1301303001_20201,2,704,23,2020,1,1,1,2,2,01,1,2.835,2.38,2,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,167
202033190,20201,1301303001,20212,1301303001_20201,2,704,24,2020,1,1,1,2,3,01,1,2.62666666666667,2.21,3,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,45
202033191,20201,1301303001,20201,1301303001_20201,2,704,22,2020,1,1,1,2,0,01,1,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,532
202033191,20201,1301303001,20202,1301303001_20201,2,704,23,2020,1,1,1,2,1,01,1,3.76,3.76,1,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,410
202033191,20201,1301303001,20211,1301303001_20201,2,704,23,2020,1,1,1,2,2,01,1,3.775,3.79,2,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,167
202033191,20201,1301303001,20212,1301303001_20201,2,704,24,2020,1,1,1,2,3,01,1,3.79,3.82,3,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,0,GRAD,07,20220214,45
202033192,20201,1301303001,20201,1301303001_20201,2,704,20,2020,1,1,1,2,0,01,1,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,NULL,NULL,NULL,1,DROP,04,20200929,29
